prolific_id,query_stimulus,ref_left_stimulus,ref_right_stimulus,ref_left_y_offset,ref_right_y_offset,rt,response,trial_stage,trial_type,trial_index,time_elapsed,internal_node_id,session,correct,correct_response,query_item,ref_left,ref_right,dist_query_ref_left,dist_query_ref_right,dist_ref_left_ref_right,abs_dist_query_ref_left,abs_dist_query_ref_right,abs_dist_ref_left_ref_right,triplet_left_right_name,ref_lowdim,ref_highdim,dist_query_ref_lowdim,dist_query_ref_highdim,dist_ref_lowdim_ref_highdim,dist_abs_query_ref_lowdim,dist_abs_query_ref_highdim,dist_abs_ref_lowdim_ref_highdim,triplet_unique_name,template_distances,template_abs_distances,triplet_rep,template_distances_rep,triplet_easiness,query_position,chosen_ref_value,chosen_ref,correct_ref_lowdim_highdim,correct_ref_left_right,correct_numeric,qc_pass
perfect_responder,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,0,0,2039.0,p,triplet_task,triplets-canvas-keyboard-response,1,4020,0.0-1.0-0.0,1,,,59,99,19,-40,40,80,40,40,80,59_99_19,19,99,40,-40,-80,40,40,80,59_19_99,40_-40_-80,40_40_80,1,1,0,query_middle,19.0,ref_lowdim,nan,nan,,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,0,0,1086.5,q,triplet_task,triplets-canvas-keyboard-response,2,6526,0.0-1.0-0.1,1,True,q,39,49,79,-10,-40,-30,10,40,30,39_49_79,49,79,-10,-40,-30,10,40,30,39_49_79,-10_-40_-30,10_40_30,1,1,30,query_left,49.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,0,0,1355.7000000001863,p,triplet_task,triplets-canvas-keyboard-response,3,9035,0.0-1.0-0.2,1,True,p,89,29,119,60,-30,-90,60,30,90,89_29_119,29,119,60,-30,-90,60,30,90,89_29_119,60_-30_-90,30_60_90,1,1,30,query_middle,119.0,ref_highdim,ref_highdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,0,0,1563.5,p,triplet_task,triplets-canvas-keyboard-response,4,11540,0.0-1.0-0.3,1,True,p,29,79,59,-50,-30,20,50,30,20,29_79_59,59,79,-30,-50,-20,30,50,20,29_59_79,-30_-50_-20,30_50_20,1,1,20,query_left,59.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,0,0,856.9000000003725,q,triplet_task,triplets-canvas-keyboard-response,5,14051,0.0-1.0-0.4,1,True,q,99,69,49,30,50,20,30,50,20,99_69_49,49,69,50,30,-20,50,30,20,99_49_69,50_30_-20,30_50_20,1,1,20,query_right,69.0,ref_highdim,ref_highdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,0,0,776.2000000001863,p,triplet_task,triplets-canvas-keyboard-response,6,16553,0.0-1.0-0.5,1,True,p,69,39,59,30,10,-20,30,10,20,69_39_59,39,59,30,10,-20,30,10,20,69_39_59,30_10_-20,10_30_20,1,1,20,query_right,59.0,ref_highdim,ref_highdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,1349.0999999996275,q,triplet_task,triplets-canvas-keyboard-response,7,19061,0.0-1.0-0.6,1,True,q,79,109,29,-30,50,80,30,50,80,79_109_29,29,109,50,-30,-80,50,30,80,79_29_109,50_-30_-80,30_50_80,1,1,20,query_middle,109.0,ref_highdim,ref_highdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,0,0,1526.0,q,triplet_task,triplets-canvas-keyboard-response,8,21568,0.0-1.0-0.7,1,True,q,19,69,119,-50,-100,-50,50,100,50,19_69_119,69,119,-50,-100,-50,50,100,50,19_69_119,-50_-100_-50,50_100_50,1,1,50,query_left,69.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,894.0,q,triplet_task,triplets-canvas-keyboard-response,9,24076,0.0-1.0-0.8,1,True,q,109,99,29,10,80,70,10,80,70,109_99_29,29,99,80,10,-70,80,10,70,109_29_99,80_10_-70,10_80_70,1,1,70,query_right,99.0,ref_highdim,ref_highdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,0,0,981.4000000003725,q,triplet_task,triplets-canvas-keyboard-response,10,26584,0.0-1.0-0.9,1,True,q,39,49,89,-10,-50,-40,10,50,40,39_49_89,49,89,-10,-50,-40,10,50,40,39_49_89,-10_-50_-40,10_50_40,1,1,40,query_left,49.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,0,0,1263.7000000001863,q,triplet_task,triplets-canvas-keyboard-response,11,29092,0.0-1.0-0.10,1,True,q,69,29,119,40,-50,-90,40,50,90,69_29_119,29,119,40,-50,-90,40,50,90,69_29_119,40_-50_-90,40_50_90,1,1,10,query_middle,29.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,0,0,1140.800000000745,q,triplet_task,triplets-canvas-keyboard-response,12,31600,0.0-1.0-0.11,1,True,q,39,69,109,-30,-70,-40,30,70,40,39_69_109,69,109,-30,-70,-40,30,70,40,39_69_109,-30_-70_-40,30_70_40,1,1,40,query_left,69.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,0,0,1497.2000000001863,q,triplet_task,triplets-canvas-keyboard-response,13,34107,0.0-1.0-0.12,1,True,q,49,69,79,-20,-30,-10,20,30,10,49_69_79,69,79,-20,-30,-10,20,30,10,49_69_79,-20_-30_-10,20_30_10,1,1,10,query_left,69.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,1119.8999999994412,p,triplet_task,triplets-canvas-keyboard-response,14,36615,0.0-1.0-0.13,1,True,p,39,59,29,-20,10,30,20,10,30,39_59_29,29,59,10,-20,-30,10,20,30,39_29_59,10_-20_-30,10_20_30,1,1,10,query_middle,29.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,0,0,1565.0,q,triplet_task,triplets-canvas-keyboard-response,15,39124,0.0-1.0-0.14,1,True,q,59,79,109,-20,-50,-30,20,50,30,59_79_109,79,109,-20,-50,-30,20,50,30,59_79_109,-20_-50_-30,20_50_30,1,1,30,query_left,79.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,0,0,903.7000000001863,p,triplet_task,triplets-canvas-keyboard-response,16,41631,0.0-1.0-0.15,1,True,p,109,19,89,90,20,-70,90,20,70,109_19_89,19,89,90,20,-70,90,20,70,109_19_89,90_20_-70,20_90_70,1,1,70,query_right,89.0,ref_highdim,ref_highdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,0,0,901.0,p,triplet_task,triplets-canvas-keyboard-response,17,44139,0.0-1.0-0.16,1,True,p,119,39,99,80,20,-60,80,20,60,119_39_99,39,99,80,20,-60,80,20,60,119_39_99,80_20_-60,20_80_60,1,1,60,query_right,99.0,ref_highdim,ref_highdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,0,0,1288.5,q,triplet_task,triplets-canvas-keyboard-response,18,46647,0.0-1.0-0.17,1,True,q,89,109,119,-20,-30,-10,20,30,10,89_109_119,109,119,-20,-30,-10,20,30,10,89_109_119,-20_-30_-10,20_30_10,1,2,10,query_left,109.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,0,0,1330.9000000003725,p,triplet_task,triplets-canvas-keyboard-response,19,49154,0.0-1.0-0.18,1,True,p,29,109,69,-80,-40,40,80,40,40,29_109_69,69,109,-40,-80,-40,40,80,40,29_69_109,-40_-80_-40,40_80_40,1,1,40,query_left,69.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,0,0,1658.2000000001863,p,triplet_task,triplets-canvas-keyboard-response,20,51662,0.0-1.0-0.19,1,True,p,59,19,39,40,20,-20,40,20,20,59_19_39,19,39,40,20,-20,40,20,20,59_19_39,40_20_-20,20_40_20,1,1,20,query_right,39.0,ref_highdim,ref_highdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,0,0,1205.7000000001863,q,triplet_task,triplets-canvas-keyboard-response,21,54170,0.0-1.0-0.20,1,True,q,89,79,59,10,30,20,10,30,20,89_79_59,59,79,30,10,-20,30,10,20,89_59_79,30_10_-20,10_30_20,1,2,20,query_right,79.0,ref_highdim,ref_highdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,0,0,1878.0,p,triplet_task,triplets-canvas-keyboard-response,22,56678,0.0-1.0-0.21,1,,,59,49,69,10,-10,-20,10,10,20,59_49_69,49,69,10,-10,-20,10,10,20,59_49_69,10_-10_-20,10_10_20,1,1,0,query_middle,69.0,ref_highdim,nan,nan,,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,0,0,1275.5,q,triplet_task,triplets-canvas-keyboard-response,23,59186,0.0-1.0-0.22,1,True,q,29,109,119,-80,-90,-10,80,90,10,29_109_119,109,119,-80,-90,-10,80,90,10,29_109_119,-80_-90_-10,80_90_10,1,1,10,query_left,109.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,0,0,867.2999999998137,p,triplet_task,triplets-canvas-keyboard-response,24,61693,0.0-1.0-0.23,1,True,p,49,119,39,-70,10,80,70,10,80,49_119_39,39,119,10,-70,-80,10,70,80,49_39_119,10_-70_-80,10_70_80,1,1,60,query_middle,39.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,1734.7999999998137,p,triplet_task,triplets-canvas-keyboard-response,25,64201,0.0-1.0-0.24,1,True,p,59,99,29,-40,30,70,40,30,70,59_99_29,29,99,30,-40,-70,30,40,70,59_29_99,30_-40_-70,30_40_70,1,1,10,query_middle,29.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,0,0,1041.800000000745,q,triplet_task,triplets-canvas-keyboard-response,26,66709,0.0-1.0-0.25,1,True,q,19,49,89,-30,-70,-40,30,70,40,19_49_89,49,89,-30,-70,-40,30,70,40,19_49_89,-30_-70_-40,30_70_40,1,2,40,query_left,49.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,0,0,754.4000000003725,q,triplet_task,triplets-canvas-keyboard-response,27,69216,0.0-1.0-0.26,1,True,q,39,49,99,-10,-60,-50,10,60,50,39_49_99,49,99,-10,-60,-50,10,60,50,39_49_99,-10_-60_-50,10_60_50,1,1,50,query_left,49.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,0,0,1471.7000000001863,q,triplet_task,triplets-canvas-keyboard-response,28,71724,0.0-1.0-0.27,1,True,q,99,69,39,30,60,30,30,60,30,99_69_39,39,69,60,30,-30,60,30,30,99_39_69,60_30_-30,30_60_30,1,1,30,query_right,69.0,ref_highdim,ref_highdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,0,0,1424.0999999996275,p,triplet_task,triplets-canvas-keyboard-response,29,74232,0.0-1.0-0.28,1,,,39,29,49,10,-10,-20,10,10,20,39_29_49,29,49,10,-10,-20,10,10,20,39_29_49,10_-10_-20,10_10_20,1,2,0,query_middle,49.0,ref_highdim,nan,nan,,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,0,0,881.2000000001863,p,triplet_task,triplets-canvas-keyboard-response,30,76740,0.0-1.0-0.29,1,True,p,79,119,69,-40,10,50,40,10,50,79_119_69,69,119,10,-40,-50,10,40,50,79_69_119,10_-40_-50,10_40_50,1,1,30,query_middle,69.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,0,0,968.7999999998137,p,triplet_task,triplets-canvas-keyboard-response,31,79247,0.0-1.0-0.30,1,,,89,99,79,-10,10,20,10,10,20,89_99_79,79,99,10,-10,-20,10,10,20,89_79_99,10_-10_-20,10_10_20,1,3,0,query_middle,79.0,ref_lowdim,nan,nan,,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,905.5999999996275,p,triplet_task,triplets-canvas-keyboard-response,32,81757,0.0-1.0-0.31,1,,,49,69,29,-20,20,40,20,20,40,49_69_29,29,69,20,-20,-40,20,20,40,49_29_69,20_-20_-40,20_20_40,1,1,0,query_middle,29.0,ref_lowdim,nan,nan,,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,0,0,1321.5,p,triplet_task,triplets-canvas-keyboard-response,33,84263,0.0-1.0-0.32,1,True,p,79,29,59,50,20,-30,50,20,30,79_29_59,29,59,50,20,-30,50,20,30,79_29_59,50_20_-30,20_50_30,1,1,30,query_right,59.0,ref_highdim,ref_highdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,0,0,1815.7000000001863,q,triplet_task,triplets-canvas-keyboard-response,34,86771,0.0-1.0-0.33,1,True,q,69,49,109,20,-40,-60,20,40,60,69_49_109,49,109,20,-40,-60,20,40,60,69_49_109,20_-40_-60,20_40_60,1,1,20,query_middle,49.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,0,0,1408.0,q,triplet_task,triplets-canvas-keyboard-response,35,89278,0.0-1.0-0.34,1,True,q,99,59,39,40,60,20,40,60,20,99_59_39,39,59,60,40,-20,60,40,20,99_39_59,60_40_-20,40_60_20,1,1,20,query_right,59.0,ref_highdim,ref_highdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,0,0,1569.8999999994412,p,triplet_task,triplets-canvas-keyboard-response,36,91786,0.0-1.0-0.35,1,True,p,29,109,89,-80,-60,20,80,60,20,29_109_89,89,109,-60,-80,-20,60,80,20,29_89_109,-60_-80_-20,60_80_20,1,1,20,query_left,89.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,0,0,1340.3999999994412,p,triplet_task,triplets-canvas-keyboard-response,37,94294,0.0-1.0-0.36,1,True,p,109,49,69,60,40,-20,60,40,20,109_49_69,49,69,60,40,-20,60,40,20,109_49_69,60_40_-20,40_60_20,1,2,20,query_right,69.0,ref_highdim,ref_highdim,ref_right,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,0,0,1414.7000000001863,q,triplet_task,triplets-canvas-keyboard-response,38,96802,0.0-1.0-0.37,1,True,q,49,109,119,-60,-70,-10,60,70,10,49_109_119,109,119,-60,-70,-10,60,70,10,49_109_119,-60_-70_-10,60_70_10,1,1,10,query_left,109.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,0,0,1516.7000000001863,q,triplet_task,triplets-canvas-keyboard-response,39,99309,0.0-1.0-0.38,1,True,q,19,69,79,-50,-60,-10,50,60,10,19_69_79,69,79,-50,-60,-10,50,60,10,19_69_79,-50_-60_-10,50_60_10,1,1,10,query_left,69.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,1184.2000000001863,q,triplet_task,triplets-canvas-keyboard-response,40,101817,0.0-1.0-0.39,1,True,q,109,119,29,-10,80,90,10,80,90,109_119_29,29,119,80,-10,-90,80,10,90,109_29_119,80_-10_-90,10_80_90,1,1,70,query_middle,119.0,ref_highdim,ref_highdim,ref_left,1.0,1
perfect_responder,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,0,0,821.7999999998137,p,triplet_task,triplets-canvas-keyboard-response,41,104325,0.0-1.0-0.40,1,True,p,79,19,89,60,-10,-70,60,10,70,79_19_89,19,89,60,-10,-70,60,10,70,79_19_89,60_-10_-70,10_60_70,1,1,50,query_middle,89.0,ref_highdim,ref_highdim,ref_right,1.0,1
