prolific_id,query_stimulus,ref_left_stimulus,ref_right_stimulus,ref_left_y_offset,ref_right_y_offset,rt,response,trial_stage,trial_type,trial_index,time_elapsed,internal_node_id,session,correct,correct_response,query_item,ref_left,ref_right,dist_query_ref_left,dist_query_ref_right,dist_ref_left_ref_right,abs_dist_query_ref_left,abs_dist_query_ref_right,abs_dist_ref_left_ref_right,triplet_left_right_name,ref_lowdim,ref_highdim,dist_query_ref_lowdim,dist_query_ref_highdim,dist_ref_lowdim_ref_highdim,dist_abs_query_ref_lowdim,dist_abs_query_ref_highdim,dist_abs_ref_lowdim_ref_highdim,triplet_unique_name,template_distances,template_abs_distances,triplet_rep,template_distances_rep,triplet_easiness,query_position,chosen_ref_value,chosen_ref,correct_ref_lowdim_highdim,correct_ref_left_right,correct_numeric,qc_pass
sub001,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,0,0,918.5,p,triplet_task,triplets-canvas-keyboard-response,3.0,14118.0,0.0-1.0-0.2,1.0,True,p,29,99,49,-70,-20,50,70,20,50,29_99_49,49,99,-20,-70,-50,20,70,50,29_49_99,-20_-70_-50,20_70_50,1,1,50,query_left,49.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,0,0,927.6999999992549,p,triplet_task,triplets-canvas-keyboard-response,4.0,16625.0,0.0-1.0-0.3,1.0,True,p,59,89,69,-30,-10,20,30,10,20,59_89_69,69,89,-10,-30,-20,10,30,20,59_69_89,-10_-30_-20,10_30_20,1,1,20,query_left,69.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,0,0,767.9000000022352,p,triplet_task,triplets-canvas-keyboard-response,5.0,19132.0,0.0-1.0-0.4,1.0,True,p,109,19,79,90,30,-60,90,30,60,109_19_79,19,79,90,30,-60,90,30,60,109_19_79,90_30_-60,30_90_60,1,1,60,query_right,79.0,ref_highdim,ref_highdim,ref_right,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,0,0,772.3999999985099,q,triplet_task,triplets-canvas-keyboard-response,6.0,21639.0,0.0-1.0-0.5,1.0,True,q,39,29,19,10,20,10,10,20,10,39_29_19,19,29,20,10,-10,20,10,10,39_19_29,20_10_-10,10_20_10,1,1,10,query_right,29.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,0,0,891.8000000007451,q,triplet_task,triplets-canvas-keyboard-response,7.0,24150.0,0.0-1.0-0.6,1.0,True,q,19,49,79,-30,-60,-30,30,60,30,19_49_79,49,79,-30,-60,-30,30,60,30,19_49_79,-30_-60_-30,30_60_30,1,1,30,query_left,49.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,0,0,1642.2000000029802,p,triplet_task,triplets-canvas-keyboard-response,8.0,26657.0,0.0-1.0-0.7,1.0,False,q,49,89,99,-40,-50,-10,40,50,10,49_89_99,89,99,-40,-50,-10,40,50,10,49_89_99,-40_-50_-10,40_50_10,1,1,10,query_left,99.0,ref_highdim,ref_lowdim,ref_left,0.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,0,0,959.5999999977648,q,triplet_task,triplets-canvas-keyboard-response,9.0,29167.0,0.0-1.0-0.8,1.0,True,q,29,59,69,-30,-40,-10,30,40,10,29_59_69,59,69,-30,-40,-10,30,40,10,29_59_69,-30_-40_-10,30_40_10,1,1,10,query_left,59.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,0,0,809.5,p,triplet_task,triplets-canvas-keyboard-response,10.0,31674.0,0.0-1.0-0.9,1.0,True,p,69,19,59,50,10,-40,50,10,40,69_19_59,19,59,50,10,-40,50,10,40,69_19_59,50_10_-40,10_50_40,1,1,40,query_right,59.0,ref_highdim,ref_highdim,ref_right,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,877.5,q,triplet_task,triplets-canvas-keyboard-response,11.0,34178.0,0.0-1.0-0.10,1.0,True,q,79,39,29,40,50,10,40,50,10,79_39_29,29,39,50,40,-10,50,40,10,79_29_39,50_40_-10,40_50_10,1,1,10,query_right,39.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,0,0,1000.6000000014901,q,triplet_task,triplets-canvas-keyboard-response,12.0,36684.0,0.0-1.0-0.11,1.0,True,q,59,69,99,-10,-40,-30,10,40,30,59_69_99,69,99,-10,-40,-30,10,40,30,59_69_99,-10_-40_-30,10_40_30,1,1,30,query_left,69.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,0,0,907.9000000022352,p,triplet_task,triplets-canvas-keyboard-response,13.0,39187.0,0.0-1.0-0.12,1.0,True,p,89,39,59,50,30,-20,50,30,20,89_39_59,39,59,50,30,-20,50,30,20,89_39_59,50_30_-20,30_50_20,1,1,20,query_right,59.0,ref_highdim,ref_highdim,ref_right,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,0,0,1156.7999999970198,q,triplet_task,triplets-canvas-keyboard-response,14.0,41689.0,0.0-1.0-0.13,1.0,True,q,79,69,119,10,-40,-50,10,40,50,79_69_119,69,119,10,-40,-50,10,40,50,79_69_119,10_-40_-50,10_40_50,1,1,30,query_middle,69.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,886.6999999992549,p,triplet_task,triplets-canvas-keyboard-response,15.0,44195.0,0.0-1.0-0.14,1.0,True,p,49,119,29,-70,20,90,70,20,90,49_119_29,29,119,20,-70,-90,20,70,90,49_29_119,20_-70_-90,20_70_90,1,1,50,query_middle,29.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,0,0,1220.199999999255,q,triplet_task,triplets-canvas-keyboard-response,16.0,46698.0,0.0-1.0-0.15,1.0,False,p,69,49,59,20,10,-10,20,10,10,69_49_59,49,59,20,10,-10,20,10,10,69_49_59,20_10_-10,10_20_10,1,2,10,query_right,49.0,ref_lowdim,ref_highdim,ref_right,0.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,0,0,815.1999999992549,q,triplet_task,triplets-canvas-keyboard-response,17.0,49200.0,0.0-1.0-0.16,1.0,True,q,99,69,29,30,70,40,30,70,40,99_69_29,29,69,70,30,-40,70,30,40,99_29_69,70_30_-40,30_70_40,1,1,40,query_right,69.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,0,0,767.1000000014901,p,triplet_task,triplets-canvas-keyboard-response,18.0,51702.0,0.0-1.0-0.17,1.0,True,p,29,119,109,-90,-80,10,90,80,10,29_119_109,109,119,-80,-90,-10,80,90,10,29_109_119,-80_-90_-10,80_90_10,1,1,10,query_left,109.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,0,0,843.1999999992549,p,triplet_task,triplets-canvas-keyboard-response,19.0,54204.0,0.0-1.0-0.18,1.0,True,p,69,119,109,-50,-40,10,50,40,10,69_119_109,109,119,-40,-50,-10,40,50,10,69_109_119,-40_-50_-10,40_50_10,1,2,10,query_left,109.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,0,0,947.3999999985099,p,triplet_task,triplets-canvas-keyboard-response,20.0,56706.0,0.0-1.0-0.19,1.0,True,p,119,59,89,60,30,-30,60,30,30,119_59_89,59,89,60,30,-30,60,30,30,119_59_89,60_30_-30,30_60_30,1,1,30,query_right,89.0,ref_highdim,ref_highdim,ref_right,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,0,0,981.8000000007451,q,triplet_task,triplets-canvas-keyboard-response,21.0,59221.0,0.0-1.0-0.20,1.0,True,q,99,29,19,70,80,10,70,80,10,99_29_19,19,29,80,70,-10,80,70,10,99_19_29,80_70_-10,70_80_10,1,1,10,query_right,29.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,0,0,812.3000000007451,q,triplet_task,triplets-canvas-keyboard-response,22.0,61731.0,0.0-1.0-0.21,1.0,True,q,109,119,19,-10,90,100,10,90,100,109_119_19,19,119,90,-10,-100,90,10,100,109_19_119,90_-10_-100,10_90_100,1,1,80,query_middle,119.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,0,0,1059.2999999970198,q,triplet_task,triplets-canvas-keyboard-response,23.0,64239.0,0.0-1.0-0.22,1.0,True,q,89,39,19,50,70,20,50,70,20,89_39_19,19,39,70,50,-20,70,50,20,89_19_39,70_50_-20,50_70_20,1,1,20,query_right,39.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,0,0,1225.5,q,triplet_task,triplets-canvas-keyboard-response,24.0,66747.0,0.0-1.0-0.23,1.0,True,q,19,39,59,-20,-40,-20,20,40,20,19_39_59,39,59,-20,-40,-20,20,40,20,19_39_59,-20_-40_-20,20_40_20,1,1,20,query_left,39.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,0,0,1220.0999999977648,q,triplet_task,triplets-canvas-keyboard-response,25.0,69254.0,0.0-1.0-0.24,1.0,True,q,49,79,99,-30,-50,-20,30,50,20,49_79_99,79,99,-30,-50,-20,30,50,20,49_79_99,-30_-50_-20,30_50_20,1,1,20,query_left,79.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,0,0,730.0,q,triplet_task,triplets-canvas-keyboard-response,26.0,71762.0,0.0-1.0-0.25,1.0,True,q,99,119,39,-20,60,80,20,60,80,99_119_39,39,119,60,-20,-80,60,20,80,99_39_119,60_-20_-80,20_60_80,1,1,40,query_middle,119.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,0,0,588.0999999977648,q,triplet_task,triplets-canvas-keyboard-response,27.0,74266.0,0.0-1.0-0.26,1.0,True,q,89,109,19,-20,70,90,20,70,90,89_109_19,19,109,70,-20,-90,70,20,90,89_19_109,70_-20_-90,20_70_90,1,1,50,query_middle,109.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,0,0,726.3000000007451,q,triplet_task,triplets-canvas-keyboard-response,28.0,76777.0,0.0-1.0-0.27,1.0,True,q,59,49,89,10,-30,-40,10,30,40,59_49_89,49,89,10,-30,-40,10,30,40,59_49_89,10_-30_-40,10_30_40,1,1,20,query_middle,49.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,0,0,964.7999999970198,q,triplet_task,triplets-canvas-keyboard-response,29.0,79285.0,0.0-1.0-0.28,1.0,True,q,19,79,119,-60,-100,-40,60,100,40,19_79_119,79,119,-60,-100,-40,60,100,40,19_79_119,-60_-100_-40,60_100_40,1,1,40,query_left,79.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,0,0,963.0,q,triplet_task,triplets-canvas-keyboard-response,30.0,81793.0,0.0-1.0-0.29,1.0,True,q,29,99,119,-70,-90,-20,70,90,20,29_99_119,99,119,-70,-90,-20,70,90,20,29_99_119,-70_-90_-20,70_90_20,1,1,20,query_left,99.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,0,0,740.4000000022352,q,triplet_task,triplets-canvas-keyboard-response,31.0,84309.0,0.0-1.0-0.30,1.0,True,q,99,79,19,20,80,60,20,80,60,99_79_19,19,79,80,20,-60,80,20,60,99_19_79,80_20_-60,20_80_60,1,1,60,query_right,79.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,0,0,969.0999999977648,p,triplet_task,triplets-canvas-keyboard-response,32.0,86819.0,0.0-1.0-0.31,1.0,True,p,89,119,109,-30,-20,10,30,20,10,89_119_109,109,119,-20,-30,-10,20,30,10,89_109_119,-20_-30_-10,20_30_10,1,1,10,query_left,109.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,0,0,626.4000000022352,q,triplet_task,triplets-canvas-keyboard-response,33.0,89327.0,0.0-1.0-0.32,1.0,,,69,89,49,-20,20,40,20,20,40,69_89_49,49,89,20,-20,-40,20,20,40,69_49_89,20_-20_-40,20_20_40,1,1,0,query_middle,89.0,ref_highdim,nan,nan,,1
sub001,./img/object-9_120-levels_1D/object9F0Level29F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,0,0,846.3000000007451,p,triplet_task,triplets-canvas-keyboard-response,34.0,91835.0,0.0-1.0-0.33,1.0,True,p,29,99,59,-70,-30,40,70,30,40,29_99_59,59,99,-30,-70,-40,30,70,40,29_59_99,-30_-70_-40,30_70_40,1,1,40,query_left,59.0,ref_lowdim,ref_lowdim,ref_right,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level89F1Level40.png,./img/object-9_120-levels_1D/object9F0Level69F1Level40.png,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,0,0,938.4000000022352,q,triplet_task,triplets-canvas-keyboard-response,35.0,94343.0,0.0-1.0-0.34,1.0,False,p,89,69,99,20,-10,-30,20,10,30,89_69_99,69,99,20,-10,-30,20,10,30,89_69_99,20_-10_-30,10_20_30,1,1,10,query_middle,69.0,ref_lowdim,ref_highdim,ref_right,0.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level119F1Level40.png,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level39F1Level40.png,0,0,697.0,q,triplet_task,triplets-canvas-keyboard-response,36.0,96850.0,0.0-1.0-0.35,1.0,True,q,119,109,39,10,80,70,10,80,70,119_109_39,39,109,80,10,-70,80,10,70,119_39_109,80_10_-70,10_80_70,1,1,70,query_right,109.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,0,0,795.1999999992549,q,triplet_task,triplets-canvas-keyboard-response,37.0,99357.0,0.0-1.0-0.36,1.0,True,q,79,49,19,30,60,30,30,60,30,79_49_19,19,49,60,30,-30,60,30,30,79_19_49,60_30_-30,30_60_30,1,2,30,query_right,49.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level99F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,0,0,729.9000000022352,q,triplet_task,triplets-canvas-keyboard-response,38.0,101865.0,0.0-1.0-0.37,1.0,True,q,99,49,19,50,80,30,50,80,30,99_49_19,19,49,80,50,-30,80,50,30,99_19_49,80_50_-30,50_80_30,1,1,30,query_right,49.0,ref_highdim,ref_highdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level19F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level79F1Level40.png,0,0,859.5,q,triplet_task,triplets-canvas-keyboard-response,39.0,104373.0,0.0-1.0-0.38,1.0,True,q,19,59,79,-40,-60,-20,40,60,20,19_59_79,59,79,-40,-60,-20,40,60,20,19_59_79,-40_-60_-20,40_60_20,1,1,20,query_left,59.0,ref_lowdim,ref_lowdim,ref_left,1.0,1
sub001,./img/object-9_120-levels_1D/object9F0Level109F1Level40.png,./img/object-9_120-levels_1D/object9F0Level59F1Level40.png,./img/object-9_120-levels_1D/object9F0Level49F1Level40.png,0,0,1353.8999999985099,q,triplet_task,triplets-canvas-keyboard-response,40.0,106880.0,0.0-1.0-0.39,1.0,True,q,109,59,49,50,60,10,50,60,10,109_59_49,49,59,60,50,-10,60,50,10,109_49_59,60_50_-10,50_60_10,1,1,10,query_right,59.0,ref_highdim,ref_highdim,ref_left,1.0,1
